LC08_L1TP_233013_20170829_20170914_01_T1	LC82330132017241LGN00
LC08_L1TP_233013_20170813_20170825_01_T1	LC82330132017225LGN00
LC08_L1TP_232013_20170806_20170813_01_T1	LC82320132017218LGN00
LC08_L1TP_231014_20170730_20170811_01_T1	LC82310142017211LGN00
LC08_L1TP_233013_20170728_20170810_01_T1	LC82330132017209LGN00
LC08_L1TP_232013_20170721_20170728_01_T1	LC82320132017202LGN00
LC08_L1TP_233013_20170712_20170726_01_T1	LC82330132017193LGN00
LC08_L1TP_078230_20170628_20170714_01_T2	LC80782302017179LGN00
LC08_L1TP_233013_20170626_20170714_01_T1	LC82330132017177LGN00
LC08_L1TP_231014_20170612_20170628_01_T1	LC82310142017163LGN00
LC08_L1TP_233013_20170610_20170627_01_T1	LC82330132017161LGN00
LC08_L1TP_232013_20170603_20170615_01_T1	LC82320132017154LGN00
LC08_L1TP_232013_20170518_20170525_01_T1	LC82320132017138LGN00
LC08_L1TP_232014_20170518_20170525_01_T1	LC82320142017138LGN00
LC08_L1TP_232013_20170416_20170501_01_T1	LC82320132017106LGN00
LC08_L1TP_233013_20170407_20170414_01_T1	LC82330132017097LGN00
LC08_L1TP_231014_20170308_20170317_01_T1	LC82310142017067LGN00
LC08_L1TP_231014_20170220_20170301_01_T1	LC82310142017051LGN00
LC08_L1TP_231014_20161031_20170318_01_T1	LC82310142016305LGN01
LC08_L1TP_233013_20160927_20170320_01_T1	LC82330132016271LGN01
LC08_L1TP_232013_20160920_20170321_01_T2	LC82320132016264LGN01
LC08_L1TP_233013_20160911_20170321_01_T1	LC82330132016255LGN01
LC08_L1TP_232013_20160819_20170322_01_T1	LC82320132016232LGN01
LC08_L1TP_232013_20160803_20170322_01_T1	LC82320132016216LGN01
LC08_L1TP_232014_20160803_20170322_01_T1	LC82320142016216LGN01
LC08_L1TP_231014_20160727_20170322_01_T1	LC82310142016209LGN01
LC08_L1TP_233013_20160725_20170322_01_T1	LC82330132016207LGN01
LC08_L1TP_232013_20160718_20170323_01_T1	LC82320132016200LGN01
LC08_L1TP_232014_20160718_20170323_01_T1	LC82320142016200LGN01
LC08_L1TP_233013_20160709_20170323_01_T1	LC82330132016191LGN01
LC08_L1TP_077230_20160704_20170323_01_T2	LC80772302016186LGN01
LC08_L1TP_077231_20160704_20170323_01_T2	LC80772312016186LGN01
LC08_L1TP_232013_20160702_20170323_01_T1	LC82320132016184LGN01
