LC08_L1TP_014009_20150709_20170407_01_T1	LC80140092015190LGN01
LC08_L1TP_016008_20150707_20180528_01_T1	LC80160082015188LGN02
LC08_L1TP_015008_20150630_20170407_01_T1	LC80150082015181LGN01
LC08_L1TP_015009_20150630_20170407_01_T1	LC80150092015181LGN01
LC08_L1TP_017008_20150628_20170407_01_T1	LC80170082015179LGN01
LC08_L1TP_015008_20150614_20170407_01_T1	LC80150082015165LGN01
LC08_L1TP_014009_20150607_20170408_01_T1	LC80140092015158LGN01
LC08_L1TP_016008_20150605_20170408_01_T1	LC80160082015156LGN01
LC08_L1TP_014009_20150522_20170408_01_T1	LC80140092015142LGN01
LC08_L1TP_016008_20150520_20170408_01_T1	LC80160082015140LGN01
LC08_L1TP_015008_20150513_20170409_01_T1	LC80150082015133LGN01
LC08_L1TP_016008_20150504_20170409_01_T1	LC80160082015124LGN01
LC08_L1TP_015008_20150427_20170409_01_T1	LC80150082015117LGN01
LC08_L1TP_017008_20150425_20170409_01_T1	LC80170082015115LGN01
LC08_L1TP_014009_20150420_20170409_01_T1	LC80140092015110LGN01
LC08_L1TP_016008_20150418_20170409_01_T1	LC80160082015108LGN01
LC08_L1TP_018008_20150416_20170409_01_T1	LC80180082015106LGN01
LC08_L1TP_017008_20150409_20170410_01_T1	LC80170082015099LGN01
LC08_L1TP_014009_20150404_20170411_01_T1	LC80140092015094LGN01
LC08_L1TP_016008_20150402_20170411_01_T1	LC80160082015092LGN01
LC08_L1TP_018008_20150331_20170411_01_T1	LC80180082015090LGN01
LC08_L1TP_014009_20150319_20180130_01_T1	LC80140092015078LGN02
LC08_L1TP_016008_20150317_20170412_01_T1	LC80160082015076LGN01
LC08_L1TP_015008_20150310_20170412_01_T1	LC80150082015069LGN01
LC08_L1TP_015009_20150310_20170412_01_T1	LC80150092015069LGN01
LC08_L1TP_016008_20150301_20170412_01_T1	LC80160082015060LGN01
LC08_L1TP_015009_20150222_20170412_01_T1	LC80150092015053LGN01
LC08_L1TP_014009_20150215_20170412_01_T1	LC80140092015046LGN01
LC08_L1TP_017008_20140929_20170418_01_T1	LC80170082014272LGN01
LC08_L1TP_017008_20140913_20170419_01_T1	LC80170082014256LGN01
LC08_L1TP_018008_20140904_20170419_01_T1	LC80180082014247LGN01
LC08_L1TP_015008_20140830_20180528_01_T1	LC80150082014242LGN02
LC08_L1TP_015009_20140830_20180528_01_T1	LC80150092014242LGN02
LC08_L1TP_017008_20140828_20170420_01_T1	LC80170082014240LGN01
LC08_L1TP_014009_20140807_20170420_01_T1	LC80140092014219LGN01
LC08_L1TP_082235_20140804_20180202_01_T1	LC80822352014216LGN02
LC08_L1TP_082236_20140804_20180202_01_T1	LC80822362014216LGN02
LC08_L1TP_018008_20140803_20170420_01_T1	LC80180082014215LGN01
LC08_L1TP_081236_20140711_20170421_01_T1	LC80812362014192LGN01
LC08_L1TP_082235_20140703_20170421_01_T1	LC80822352014184LGN01
LC08_L1TP_017008_20140625_20170421_01_T1	LC80170082014176LGN01
LC08_L1TP_082236_20140617_20170421_01_T1	LC80822362014168LGN01
LC08_L1TP_018008_20140616_20170421_01_T1	LC80180082014167LGN01
LC08_L1TP_016008_20140602_20170422_01_T1	LC80160082014153LGN01
LC08_L1TP_015008_20140526_20170422_01_T1	LC80150082014146LGN01
LC08_L1TP_017008_20140508_20170422_01_T1	LC80170082014128LGN01
LC08_L1TP_014009_20140503_20170423_01_T1	LC80140092014123LGN01
LC08_L1TP_017008_20140406_20170424_01_T1	LC80170082014096LGN01
LC08_L1TP_015009_20140323_20170424_01_T1	LC80150092014082LGN01
LC08_L1TP_015008_20130928_20170502_01_T1	LC80150082013271LGN01
LC08_L1TP_015009_20130928_20170502_01_T1	LC80150092013271LGN01
LC08_L1TP_014009_20130921_20170502_01_T1	LC80140092013264LGN01
LC08_L1TP_016008_20130919_20170502_01_T1	LC80160082013262LGN01
LC08_L1TP_014009_20130820_20170502_01_T1	LC80140092013232LGN01
LC08_L1TP_015008_20130523_20180301_01_T1	LC80150082013143LGN03
LC08_L1TP_014009_20130516_20170504_01_T1	LC80140092013136LGN02
LC08_L1TP_014009_20130430_20170504_01_T1	LC80140092013120LGN02
LC08_L1TP_015008_20130421_20170505_01_T1	LC80150082013111LGN02
LC08_L1TP_015009_20130421_20170505_01_T1	LC80150092013111LGN02
